x1_original,x1_envelope,x1_triangle,x1_square,x2_original,x2_envelope,x2_triangle,x2_square,v1_original,v1_envelope,v1_triangle,v1_square,v2_original,v2_envelope,v2_triangle,v2_square,a1_original,a1_envelope,a1_triangle,a1_square,a2_original,a2_envelope,a2_triangle,a2_square
-0.0042528138,0.003310665,-0.00636291,-0.0023070015,0.0015740255,0.009150255,0.0023446642,0.0015960551,-0.021859026,-0.014263449,-0.03277966,0.02739883,0.01237126,0.019972542,0.018790621,-0.018589433,0.10028917,0.10760018,0.15138447,0.061779965,-0.05759318,-0.05010885,-0.08669944,-0.03847327
-0.004466731,0.0031075645,-0.00668765,-0.002200959,0.0016951276,0.009279747,0.0025226618,0.0015115958,-0.020986415,-0.013369627,-0.031468354,0.027788129,0.011864738,0.019485489,0.018067181,-0.018831518,0.10579408,0.11310764,0.159644,0.058814637,-0.06090226,-0.05343228,-0.09182909,-0.036558326
-0.004595079,0.0029830928,-0.006889965,-0.00211974,0.0017676626,0.009362539,0.0026278817,0.001451305,-0.02022756,-0.012587007,-0.030293893,0.028001862,0.011421161,0.0190444,0.01740923,-0.018962858,0.10904774,0.11638497,0.16449262,0.05652251,-0.06289228,-0.05541569,-0.09490303,-0.035130087
-0.004785402,0.002801008,-0.0071759825,-0.0020062926,0.0018730236,0.00947783,0.0027883023,0.0013680498,-0.01927124,-0.011654051,-0.028856715,0.02841013,0.010887785,0.018514052,0.016618188,-0.019198932,0.11396214,0.12135279,0.17190918,0.053548396,-0.06594342,-0.058384486,-0.09927971,-0.033166792
-0.0048789256,0.0027102442,-0.007322937,-0.0019262693,0.0019241895,0.009540768,0.002861167,0.0013143906,-0.018499982,-0.01087972,-0.027670972,0.028584508,0.0104419235,0.018059252,0.015944501,-0.019310595,0.11630976,0.123697676,0.17539342,0.05139256,-0.06743686,-0.05981744,-0.101426564,-0.03182831
-0.0050304965,0.0025737155,-0.007548855,-0.0018256303,0.0020030062,0.0096341595,0.0029837643,0.0012408836,-0.017614603,-0.010010416,-0.026355097,0.028915862,0.009948693,0.01756998,0.015214406,-0.01951176,0.120054685,0.12759863,0.18115433,0.048753064,-0.069782495,-0.062122628,-0.10485978,-0.03007281
-0.005166915,0.0024454375,-0.0077560167,-0.0017178742,0.0020800205,0.009716619,0.0031063778,0.0011672828,-0.016579298,-0.008973582,-0.024820007,0.029145401,0.009372098,0.016979625,0.014337346,-0.019661866,0.123430066,0.1312044,0.18651098,0.045948964,-0.071942605,-0.06428693,-0.108133934,-0.028276972
-0.0052118986,0.0024027866,-0.007834406,-0.0016506043,0.002101734,0.0097453995,0.0031496128,0.0011232311,-0.015774788,-0.008144837,-0.023613853,0.02920471,0.008910377,0.016494226,0.013615996,-0.019714212,0.124429874,0.13239866,0.18818843,0.04416116,-0.07264543,-0.06499661,-0.1092933,-0.027196765
-0.0052878526,0.0023351153,-0.00794976,-0.001569381,0.002136128,0.009788383,0.0032179435,0.0010670647,-0.014950377,-0.007308361,-0.02238379,0.029378684,0.00844034,0.016010223,0.012872055,-0.019821163,0.12630393,0.13441521,0.19101869,0.04204005,-0.073865004,-0.06612627,-0.11098526,-0.025849441
-0.0053612757,0.0022647846,-0.00805743,-0.0014877613,0.0021760438,0.009829978,0.00328853,0.001014158,-0.014043367,-0.0063831387,-0.02101436,0.029497126,0.0079098465,0.015464172,0.012029994,-0.019904554,0.12830827,0.136368,0.19383371,0.039842315,-0.07515585,-0.067276075,-0.11265995,-0.02450177
-0.005482801,0.0021466995,-0.00823424,-0.0013758751,0.0022417286,0.009898322,0.0033966543,0.0009363484,-0.012926309,-0.005273319,-0.019343762,0.02975334,0.007260871,0.014816798,0.011052926,-0.020065278,0.13158906,0.13951698,0.19852388,0.036817446,-0.077170625,-0.06915662,-0.115453124,-0.022593873
-0.005561204,0.002071044,-0.008351983,-0.0012790179,0.0022837734,0.009945594,0.0034605986,0.0008683866,-0.011971446,-0.004313535,-0.017895436,0.029923918,0.0066917804,0.014262226,0.010223566,-0.020175686,0.1336026,0.1414594,0.20144668,0.034115918,-0.07835394,-0.07031558,-0.11726548,-0.020909715
-0.005551824,0.0020823819,-0.0083441185,-0.0012169112,0.0022741444,0.009945322,0.0034445096,0.0008257797,-0.011115882,-0.0034423526,-0.016557707,0.029923348,0.0061704563,0.0137465345,0.0094652455,-0.020188238,0.13325368,0.14118364,0.20101045,0.03227873,-0.07812736,-0.07016359,-0.11706775,-0.019803654
-0.0055378247,0.0021037422,-0.008320242,-0.0011515459,0.002257868,0.009940304,0.003417382,0.00078117027,-0.010320681,-0.0026343837,-0.015314126,0.029964453,0.0056932042,0.013269716,0.00874767,-0.020216927,0.13268925,0.1407901,0.20024692,0.030380541,-0.077830516,-0.06989099,-0.11661902,-0.018615581
-0.0055023287,0.0021418151,-0.008258071,-0.0010656001,0.0022311264,0.009919573,0.0033760015,0.0007265847,-0.009239855,-0.0015693512,-0.013676599,0.029943157,0.0050626467,0.01262982,0.0077604037,-0.020207364,0.1316635,0.13998243,0.1988353,0.028075034,-0.077293254,-0.06936056,-0.11569116,-0.017135616
-0.0053701326,0.0022688573,-0.008049204,-0.00081878353,0.0021688489,0.009854817,0.0032805165,0.0005720839,-0.007962919,-0.0003233552,-0.011790584,0.029504267,0.004371122,0.011918574,0.006663365,-0.01990631,0.1284374,0.1366078,0.19405553,0.021560479,-0.07544867,-0.06745773,-0.11277884,-0.012980914
-0.005366027,0.002261628,-0.008036326,-0.0006172542,0.0022048815,0.009878774,0.003326092,0.00045693695,-0.0067001665,0.0008767154,-0.009968858,0.028516114,0.0036517936,0.011174872,0.005554153,-0.019256407,0.12874763,0.13684222,0.19452195,0.016330041,-0.07579242,-0.0678175,-0.11322872,-0.009704793
-0.005236291,0.0023754095,-0.007847762,-0.00047397634,0.002146745,0.009814332,0.003241868,0.00036697253,-0.005187885,0.002340455,-0.007741242,0.027995527,0.0027656152,0.010277734,0.0042330706,-0.018913012,0.12559631,0.13369331,0.18984404,0.012639757,-0.07390249,-0.06591576,-0.11054367,-0.0073813032
-0.0051317085,0.0024649478,-0.0076988963,-0.0002382888,0.0021222788,0.009776146,0.003209062,0.00022627162,-0.0043430408,0.0031284112,-0.0065150624,0.027223712,0.002303542,0.009819028,0.0035450533,-0.01839927,0.123268686,0.13138849,0.18642244,0.006464886,-0.07262755,-0.06463127,-0.108646326,-0.0035625026
-0.0049899025,0.0025912137,-0.0074892757,-4.2826287e-07,0.0020668788,0.009702388,0.0031209278,7.7536606e-05,-0.0032957403,0.004176464,-0.0049491758,0.026768547,0.0017179814,0.009232525,0.0026663926,-0.018057993,0.11991307,0.12799942,0.18116023,0.00021316716,-0.07062817,-0.06264616,-0.1056853,0.00032240234
-0.0049276603,0.0026374748,-0.0074009323,0.00021063612,0.0020675596,0.009687287,0.003117033,-4.4991335e-05,-0.0023628976,0.0051142466,-0.003563412,0.026005687,0.001191078,0.008703178,0.001855744,-0.017534507,0.118772045,0.12687723,0.17928615,-0.0052577755,-0.070065275,-0.062073052,-0.104748316,0.0036722752
-0.0048899665,0.0026484574,-0.0073539615,0.0004186578,0.0020987992,0.009702432,0.0031630998,-0.00016357058,-0.0016677531,0.005816843,-0.0025116042,0.025065746,0.0007954392,0.008286944,0.0012503082,-0.01691958,0.11851319,0.12667727,0.1789124,-0.010460574,-0.07005553,-0.06209264,-0.10472143,0.006843438
-0.004756591,0.0027681831,-0.007165194,0.0006280734,0.0020602911,0.009649984,0.0031064856,-0.00029196125,-0.00085048657,0.006625592,-0.0013129379,0.024349906,0.00037444424,0.007852426,0.00057212275,-0.016452953,0.11559904,0.123704165,0.17449547,-0.015972933,-0.068364285,-0.06041371,-0.10226475,0.0102536185
-0.004734647,0.0027849232,-0.0071364506,0.00079513516,0.002089433,0.009669392,0.0031502896,-0.00039320404,-4.7548674e-06,0.0074596214,-5.9185666e-05,0.02333939,-0.00011386091,0.007360205,-0.00016889704,-0.015821483,0.115544036,0.12368661,0.17427146,-0.020315204,-0.06849184,-0.060634412,-0.102413274,0.012820019
-0.0046169567,0.0029036012,-0.0069642183,0.0009787373,0.0020289507,0.009608979,0.0030563571,-0.00052374654,0.0015328396,0.009013518,0.0022594826,0.023039171,-0.0009962284,0.006468288,-0.0015078662,-0.015597866,0.1126331,0.12075496,0.16960879,-0.025232023,-0.06675475,-0.05895581,-0.09983154,0.015888043
-0.004544825,0.0029840046,-0.006849508,0.0011478558,0.0019805524,0.009562353,0.002986822,-0.0006457631,0.0031725506,0.0106483875,0.0047206236,0.022977367,-0.001934285,0.0055337837,-0.002909177,-0.015522644,0.11059082,0.11874102,0.16644336,-0.029750476,-0.06553626,-0.057739653,-0.09795208,0.018780174
-0.0045405133,0.0030142893,-0.0068238354,0.0012478409,0.001968336,0.00955453,0.0029689257,-0.0007204231,0.004325249,0.011800524,0.006437014,0.02293071,-0.0026018568,0.004881408,-0.0038868324,-0.015490599,0.11019521,0.118240155,0.16577607,-0.03232617,-0.065418355,-0.057474032,-0.097522035,0.020468969
-0.004530584,0.0030470528,-0.0068013286,0.0013023932,0.001951552,0.00954907,0.0029434536,-0.00076792744,0.005027204,0.012555089,0.0074929283,0.022989742,-0.0030362033,0.0044871755,-0.004494872,-0.015538132,0.10973927,0.117641374,0.1648722,-0.033791084,-0.06512609,-0.057065405,-0.09695482,0.021428643
-0.004506573,0.0030805077,-0.0067709796,0.0013972967,0.0019328035,0.009541957,0.002913769,-0.00084312155,0.0059026713,0.013487201,0.008820904,0.022963332,-0.003558295,0.0040030433,-0.0052640745,-0.015525223,0.1091569,0.116966866,0.16390699,-0.036321085,-0.064669035,-0.056610167,-0.096248165,0.023031875
-0.0044732415,0.0031168405,-0.006734279,0.0014884174,0.0019107682,0.009526656,0.002878057,-0.000915173,0.006902192,0.01451451,0.010315248,0.022942495,-0.0041288068,0.0034433696,-0.006142424,-0.015512645,0.10844182,0.116256006,0.16291033,-0.038746435,-0.06410642,-0.056119114,-0.09541083,0.02462221
-0.0044295457,0.0031613545,-0.0066772974,0.001573476,0.0018844088,0.009504653,0.0028379986,-0.000981655,0.007917782,0.015533055,0.011815217,0.022895662,-0.004694262,0.0028660079,-0.0070289415,-0.015468023,0.1074814,0.11531019,0.16142091,-0.040986456,-0.06342597,-0.055512987,-0.09440193,0.026138505
-0.0043728007,0.003218289,-0.006592979,0.0016342055,0.0018506187,0.009472507,0.0027897616,-0.0010291844,0.0087086335,0.01630998,0.012974541,0.022849003,-0.0051391628,0.0024088966,-0.0077167074,-0.01542201,0.106089965,0.11394308,0.15918244,-0.042670745,-0.06251784,-0.054651156,-0.09308922,0.02727151
-0.004309597,0.0032812124,-0.006496249,0.0017264857,0.0018152157,0.009437493,0.0027436893,-0.001096688,0.009688302,0.017282102,0.01440893,0.022734435,-0.0056888866,0.0018390645,-0.008556599,-0.015344858,0.10455236,0.11238224,0.15667105,-0.045285907,-0.061589144,-0.053775065,-0.09175864,0.028966889
-0.004236996,0.0033532758,-0.0063835597,0.0017857442,0.0017709367,0.0093942005,0.0026793724,-0.0011423862,0.010393474,0.01800138,0.015452902,0.02273299,-0.0061018495,0.0014102752,-0.009192509,-0.015339122,0.10267744,0.11050048,0.1536706,-0.047062576,-0.06039805,-0.052584484,-0.09009553,0.030083572
-0.0041622976,0.0034229797,-0.006268799,0.0018748028,0.00172675,0.009355757,0.0026127857,-0.001206335,0.011194634,0.018840458,0.016671935,0.022720432,-0.0065856697,0.0009239926,-0.00993103,-0.015314541,0.100779235,0.10857969,0.15064764,-0.04967498,-0.0592058,-0.051314343,-0.08835248,0.031648602
-0.004058985,0.003524079,-0.0061152754,0.0019630222,0.0016653442,0.009299456,0.0025200364,-0.0012693274,0.012046821,0.019706529,0.01797437,0.02264696,-0.0070959153,0.0004102732,-0.010702479,-0.015245536,0.098057985,0.10590546,0.14651473,-0.052240804,-0.057533626,-0.049605846,-0.085930005,0.033214115
-0.0039502224,0.003628249,-0.005955457,0.0020728775,0.001603751,0.00923635,0.002430039,-0.001348582,0.013100742,0.02073796,0.019591127,0.022541156,-0.007708467,-0.00021035597,-0.01162315,-0.01514153,0.09513455,0.10315205,0.1422515,-0.055364043,-0.055794563,-0.047901243,-0.08348892,0.035148613
-0.0038458407,0.0037349751,-0.005790888,0.0021670843,0.0015464961,0.009172196,0.002341119,-0.001418129,0.01398307,0.021595817,0.02094907,0.02243619,-0.008219632,-0.00073058764,-0.0123893935,-0.015032047,0.09227508,0.10037918,0.1381945,-0.057968322,-0.054054737,-0.046230573,-0.08111611,0.036797144
-0.003743174,0.003848971,-0.005629223,0.0022486288,0.0014867854,0.009110644,0.002254951,-0.0014806422,0.014694148,0.02229748,0.022018796,0.02228542,-0.00861628,-0.0011372757,-0.0129937,-0.014912183,0.08961861,0.097539045,0.13417023,-0.060162332,-0.05234176,-0.044597216,-0.07870856,0.038163584
-0.0036357052,0.003962811,-0.005468824,0.002327023,0.0014235716,0.009047341,0.0021662724,-0.0015413979,0.015362438,0.022946237,0.022996182,0.022100855,-0.008977822,-0.0015002633,-0.013538483,-0.014792544,0.08693405,0.09464373,0.13008176,-0.062284436,-0.05062941,-0.042910777,-0.07618359,0.039450366
-0.0035246306,0.0040811915,-0.005304989,0.0024130938,0.0013580278,0.008983148,0.0020696907,-0.0016051931,0.016175529,0.023731293,0.024212038,0.02193498,-0.009417983,-0.0019497001,-0.014205288,-0.014689488,0.084085874,0.09178999,0.12596402,-0.064628325,-0.048947755,-0.041212626,-0.07356671,0.040884413
-0.0033947853,0.0042152144,-0.005107383,0.0025139092,0.0012800719,0.008908003,0.0019563467,-0.0016763405,0.017077034,0.024609296,0.02556717,0.02177688,-0.009918447,-0.0024623019,-0.014956984,-0.014569956,0.08069738,0.08844412,0.121018864,-0.06737994,-0.046945393,-0.039199978,-0.070465334,0.042611778
-0.003259205,0.004354307,-0.0048946277,0.0025871196,0.0011975449,0.00882759,0.0018313823,-0.0017279445,0.017684927,0.025218956,0.026440453,0.021656722,-0.010272031,-0.0028121271,-0.015478917,-0.014463322,0.07710101,0.0847287,0.11561496,-0.06943019,-0.04472884,-0.0369219,-0.06707798,0.04392929
-0.0031211912,0.004496824,-0.0046872306,0.0026627157,0.0011119562,0.008748589,0.0017054216,-0.0017826491,0.018295318,0.02585722,0.027316643,0.021536121,-0.010623689,-0.0031504896,-0.01602199,-0.014356903,0.07356273,0.080959596,0.10999668,-0.071543984,-0.04249605,-0.03462591,-0.06363822,0.045264833
-0.0029727712,0.004648068,-0.0044652997,0.0027007791,0.0010227184,0.008663227,0.0015692946,-0.001811783,0.018563164,0.026131215,0.027688079,0.021411689,-0.010784219,-0.0032843011,-0.016250014,-0.014260219,0.06968209,0.07699249,0.10399422,-0.07261629,-0.040054362,-0.03218759,-0.060057785,0.045926377
